Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Solomon Islands,Volume of exports of goods,Percent change,,Source: Central Bank Latest actual data: 2021 Base year: 2012 Methodology used to derive volumes: Other Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,27.627,49.101,27.075,1.547,6.279,2.238,-6.687,13.653,13.478,-15.742,-18.939,-11.836,-9.118,2021
Solomon Islands,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,
Solomon Islands,Employment,Persons,Millions,,,,,,,,,,,,,,,
Solomon Islands,Population,Persons,Millions,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2019 Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",0.528,0.542,0.556,0.571,0.587,0.603,0.619,0.636,0.653,0.67,0.687,0.704,0.722,2019
Solomon Islands,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,3.256,3.601,3.669,3.759,3.719,3.932,3.899,4.225,4.375,4.26,3.91,3.545,3.83,2021
Solomon Islands,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,47.683,44.891,42.088,40.036,37.757,37.986,35.564,36.448,34.052,32.192,30.991,27.94,29.418,2021
Solomon Islands,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,2.845,3.102,3.268,3.41,3.489,3.809,4.245,4.331,4.184,4.462,4.218,4.004,4.367,2021
Solomon Islands,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,41.666,38.666,37.487,36.315,35.42,36.797,38.719,37.357,32.565,33.716,33.429,31.549,33.54,2021
Solomon Islands,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,0.411,0.499,0.401,0.349,0.23,0.123,-0.346,-0.105,0.191,-0.202,-0.308,-0.458,-0.537,2021
Solomon Islands,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,6.017,6.225,4.601,3.721,2.337,1.189,-3.155,-0.909,1.488,-1.524,-2.438,-3.609,-4.122,2021
Solomon Islands,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,
Solomon Islands,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,
Solomon Islands,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,0.435,0.522,0.419,0.364,0.244,0.135,-0.335,-0.092,0.202,-0.181,-0.283,-0.431,-0.498,2021
Solomon Islands,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,6.364,6.506,4.812,3.878,2.473,1.3,-3.057,-0.791,1.569,-1.371,-2.242,-3.4,-3.826,2021
Solomon Islands,General government net debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,0.542,-0.016,-0.247,-0.52,-0.864,-0.733,-0.626,-0.35,-0.47,-0.341,0.344,0.69,1.236,2021
Solomon Islands,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,7.943,-0.194,-2.834,-5.541,-8.773,-7.082,-5.71,-3.022,-3.655,-2.574,2.726,5.438,9.491,2021
Solomon Islands,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,1.567,1.472,1.327,1.265,1.031,0.928,0.775,0.981,1.012,1.042,1.705,1.949,2.194,2021
Solomon Islands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,22.948,18.344,15.221,13.473,10.463,8.961,7.066,8.466,7.879,7.87,13.516,15.357,16.853,2021
Solomon Islands,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on the staff s assessment on the current fiscal situation and the authorities  fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023,6.829,8.023,8.718,9.39,9.85,10.352,10.964,11.593,12.847,13.234,12.617,12.69,13.021,2021
Solomon Islands,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2021 Notes: The IMF staff estimates the current account balance based on foreign exchange receipts and payments data published by the Central Bank of Solomon Islands. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",-0.223,-0.076,0.016,-0.039,-0.05,-0.035,-0.049,-0.063,-0.048,-0.154,-0.025,-0.078,-0.212,2021
Solomon Islands,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-26.372,-7.243,1.381,-2.995,-3.755,-2.697,-3.535,-4.275,-2.96,-9.511,-1.631,-5.066,-13.293,2020
Somalia,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 03/2023,n/a,4.561,4.616,4.877,5.011,5.241,5.489,5.609,5.816,5.973,5.956,6.131,6.235,2021
Somalia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,1.2,5.654,2.748,4.59,4.732,2.187,3.69,2.699,-0.285,2.938,1.7,2021
Somalia,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 03/2023,n/a,3.917,4.042,4.577,5.025,5.335,5.534,5.609,5.856,6.485,6.883,7.628,8.158,2021
Somalia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,3.917,4.042,4.577,5.025,5.335,5.534,5.609,5.856,6.485,6.883,7.628,8.158,2021
Somalia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,14.669,11.368,10.601,12.505,14.95,16.12,15.743,16.716,17.475,17.653,18.988,20.664,2021
Somalia,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",n/a,85.868,87.565,93.849,100.279,101.794,100.82,99.999,100.688,108.572,115.564,124.417,130.83,2021
Somalia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,389.656,400.475,400.27,407.24,414.893,412.419,415.988,415.581,403.111,403.653,399.334,2013
